CourseId,CourseTitle,AttendeeId,FirstName,LastName,Email,Phone,EnrollmentStatus
3859,Network-Based Application Development,698193,Ingrid,Carla,oster@sbcglobal.net,(829) 433-1002,Registered
3859,Network-Based Application Development,991364,Krista,Ian,,(465) 944-2284,Registered
3859,Network-Based Application Development,514894,Alex,Keyla,,(602) 807-3488,Registered
3859,Network-Based Application Development,926962,Frankie,Virginia,staikos@aol.com,(214) 846-8391,Registered
3859,Network-Based Application Development,869638,Laura,Cornelius,afeldspar@msn.com,,Registered
3859,Network-Based Application Development,441383,Talon,August,jigsaw@comcast.net,,Registered
3859,Network-Based Application Development,921836,Emilia,Mercedes,odlyzko@verizon.net,(456) 341-7033,Wait Listed
3859,Network-Based Application Development,555091,Carter,Judith,sbmrjbr@optonline.net,,Wait Listed
3859,Network-Based Application Development,647965,Zayden,Jefferson,greear@me.com,,Wait Listed
3859,Network-Based Application Development,806972,Jamarcus,Maggie,kaiser@outlook.com,,Wait Listed
3859,Network-Based Application Development,779711,Makai,Orlando,,(707) 221-5748,Wait Listed
3859,Network-Based Application Development,889441,Nia,Branden,rjones@aol.com,(930) 483-1409,Wait Listed
3859,Network-Based Application Development,634242,Kristina,Kolton,,,Wait Listed
3859,Network-Based Application Development,766936,Harper,Aileen,,,Wait Listed
3859,Network-Based Application Development,375367,Kiana,Sanai,ghost@mac.com,,Wait Listed
3859,Network-Based Application Development,531607,Keegan,Malcolm,,(410) 462-2497,Wait Listed
3859,Network-Based Application Development,778945,Darius,Malia,wainwrig@hotmail.com,,Wait Listed
3859,Network-Based Application Development,708739,Ryan,Evangeline,fviegas@mac.com,,Wait Listed
3859,Network-Based Application Development,401787,Nora,Darian,,,Wait Listed
3859,Network-Based Application Development,837742,Zain,Jade,bsikdar@yahoo.com,,Wait Listed
3859,Network-Based Application Development,430684,Harmony,Rory,sburke@live.com,,Wait Listed
3859,Network-Based Application Development,574401,Beatrice,Zander,aukjan@comcast.net,(725) 654-8919,Wait Listed
3859,Network-Based Application Development,660349,Ross,Matias,hachi@aol.com,,Wait Listed
3859,Network-Based Application Development,591059,Ricardo,Albert,wmszeliga@live.com,(211) 361-7860,Wait Listed
3859,Network-Based Application Development,508596,Kelsie,Jorden,cliffordj@hotmail.com,(465) 273-7307,Wait Listed
2763,Software Engineering,367632,Judie,Drum,hachi@msn.com,,Registered
2763,Software Engineering,556355,Dayanara,Misael,,(444) 634-0032,Registered
5000,Usable Security and Privacy,716077,Dawson,Barrett,smeier@comcast.net,,Registered
2763,Software Engineering,504477,Siena,Marina,,,Registered
2763,Software Engineering,910991,Greta,Aubrey,world@att.net,,Registered
2763,Software Engineering,758958,Alexandra,Juan,ntegrity@optonline.net,,Registered
2763,Software Engineering,435842,Elias,Walter,,,Registered
2763,Software Engineering,853705,Hailey,Aria,credmond@msn.com,(272) 431-9876,Registered
2763,Software Engineering,537961,Kelsey,Helen,kramulous@comcast.net,(406) 406-8031,Wait Listed
2763,Software Engineering,434950,Katherine,Carly,starstuff@comcast.net,,Wait Listed
2763,Software Engineering,688244,Aaron,Tyshawn,boomzilla@sbcglobal.net,(508) 819-1923,Wait Listed
2763,Software Engineering,975100,Skyler,Tiara,tbusch@hotmail.com,(709) 718-9826,Wait Listed
2763,Software Engineering,356298,Minta,Butler-vincent,,(653) 535-3374,Wait Listed
2763,Software Engineering,618980,Gillian,Brent,,,Wait Listed
2763,Software Engineering,472905,Beau,Mark,,,Registered
2763,Software Engineering,958325,Luciano,Melany,chaffar@me.com,(332) 622-0427,Registered
2763,Software Engineering,638545,Heather,Elliana,,,Registered
2763,Software Engineering,812662,Courtney,Julius,jespley@yahoo.com,(673) 440-3369,Registered
2763,Software Engineering,974824,Annabel,William,,(535) 849-9348,Registered
2763,Software Engineering,516620,Savanna,Brielle,,(749) 944-4830,Registered
2763,Software Engineering,682598,Tristan,Ean,,(228) 682-4224,Registered
2763,Software Engineering,710209,Mariela,Ulises,miturria@sbcglobal.net,,Registered
2763,Software Engineering,988218,Dereon,Jaylon,dburrows@msn.com,(644) 852-5298,Registered
2763,Software Engineering,590836,Mateo,Tatiana,panolex@live.com,(567) 393-4979,Registered
2763,Software Engineering,897529,Amari,Jocelyn,arebenti@sbcglobal.net,(474) 812-7219,Registered
2763,Software Engineering,935164,Marissa,Kieran,crowemojo@gmail.com,(290) 772-3707,Registered
2763,Software Engineering,852936,Jay,Finley,godeke@yahoo.ca,(492) 475-1930,Wait Listed
2763,Software Engineering,795200,Dakota,Clayton,burns@mac.com,(874) 920-5273,Wait Listed
2763,Software Engineering,365943,Donnette,Reinold,,,Wait Listed
2763,Software Engineering,822916,Mariyah,Penelope,dobey@outlook.com,(852) 285-0200,Wait Listed
2763,Software Engineering,435900,Ashtyn,Sanaa,bigmauler@icloud.com,,Wait Listed
2763,Software Engineering,934920,Cristofer,Athena,scarlet@mac.com,,Wait Listed
2763,Software Engineering,846036,Kamora,Cory,zilla@live.com,,Wait Listed
2763,Software Engineering,323649,Rebeca,Leroux,nanop@yahoo.com,(252) 969-5768,Wait Listed
2763,Software Engineering,613371,Jameson,Katelyn,oevans@yahoo.ca,,Wait Listed
2763,Software Engineering,980571,Trevor,Ryan,,(439) 907-7399,Wait Listed
2763,Software Engineering,961830,Roselyn,Ryker,bflong@yahoo.com,,Wait Listed
2763,Software Engineering,951313,Jayden,Leo,arachne@att.net,(282) 416-4158,Wait Listed
2763,Software Engineering,369358,Kristian,Beckham,frederic@outlook.com,,Wait Listed
2763,Software Engineering,599864,Khalil,Danna,naupa@gmail.com,(703) 504-4627,Wait Listed
2763,Software Engineering,806439,Richard,Kaley,cameron@icloud.com,(395) 886-4728,Wait Listed
2763,Software Engineering,687585,Alayna,Jayvon,,(320) 265-0016,Wait Listed
2763,Software Engineering,759827,Emilio,Abagail,ullman@sbcglobal.net,,Wait Listed
2763,Software Engineering,485364,Sophie,Philip,,,Wait Listed
2763,Software Engineering,516531,Maggie,James,chance@icloud.com,,Wait Listed
2763,Software Engineering,810895,Allyson,Lindsay,,,Wait Listed
2763,Software Engineering,846728,Dahlia,Jett,peoplesr@comcast.net,(631) 464-5962,Wait Listed
2763,Software Engineering,669865,Greyson,David,,,Wait Listed
2763,Software Engineering,529809,Raymond,Myles,knorr@gmail.com,(264) 806-6311,Wait Listed
2763,Software Engineering,361480,Humberto,Mahdavi-damghani,fhirsch@optonline.net,(953) 796-9986,Wait Listed
3658,Secure Programming and Penetration Testing,346331,Renetta,Parenti,ninenine@yahoo.ca,(772) 277-2476,Registered
3658,Secure Programming and Penetration Testing,836650,Eileen,Romeo,,(545) 585-7568,Registered
3658,Secure Programming and Penetration Testing,989645,Kenna,Jaida,jkegl@verizon.net,(645) 251-5843,Registered
3658,Secure Programming and Penetration Testing,386186,Finley,Leland,,,Registered
3658,Secure Programming and Penetration Testing,390957,Amiyah,Juliet,emmanuel@aol.com,,Registered
3658,Secure Programming and Penetration Testing,653984,Sara,Arielle,,,Registered
3658,Secure Programming and Penetration Testing,810772,Ariella,Trevor,kimvette@live.com,,Registered
3658,Secure Programming and Penetration Testing,923100,Isiah,Alina,,(900) 321-2010,Registered
3658,Secure Programming and Penetration Testing,775113,Makena,Meadow,mavilar@optonline.net,(845) 373-3548,Registered
3658,Secure Programming and Penetration Testing,301524,Lorrine,Tai,portele@yahoo.ca,,Registered
3658,Secure Programming and Penetration Testing,330618,Raymonde,Barron,sburke@mac.com,(204) 403-3517,Registered
3658,Secure Programming and Penetration Testing,966904,Gavyn,Caleb,adamk@yahoo.ca,,Registered
3658,Secure Programming and Penetration Testing,809102,Norah,Shayna,,(421) 519-4777,Registered
3658,Secure Programming and Penetration Testing,312652,Mariam,Schniepp,,(856) 200-0280,Registered
3658,Secure Programming and Penetration Testing,619037,Tony,Jerome,,(719) 424-3072,Registered
3658,Secure Programming and Penetration Testing,871828,Jamir,Colby,,(724) 885-6979,Registered
3658,Secure Programming and Penetration Testing,574620,Heidy,Wesley,corrada@hotmail.com,(796) 817-7334,Registered
3658,Secure Programming and Penetration Testing,778130,Jayvon,Aliana,,,Registered
3658,Secure Programming and Penetration Testing,860746,George,Immanuel,hoangle@me.com,(932) 950-9291,Registered
3658,Secure Programming and Penetration Testing,326730,Leanne,Kniepmann,devphil@msn.com,,Registered
5000,Usable Security and Privacy,704273,Karla,Abigail,,,Registered
5000,Usable Security and Privacy,735473,Derek,Leila,,,Registered
5000,Usable Security and Privacy,966302,Tyshawn,Maribel,,,Registered
5000,Usable Security and Privacy,775342,Darren,Yadira,kawasaki@att.net,(546) 442-8664,Registered
5000,Usable Security and Privacy,923316,Justice,Shaun,smartfart@comcast.net,(493) 436-9964,Registered
5000,Usable Security and Privacy,698193,Ingrid,Carla,oster@sbcglobal.net,(829) 433-1002,Registered
5000,Usable Security and Privacy,991364,Krista,Ian,,(465) 944-2284,Registered
5000,Usable Security and Privacy,514894,Alex,Keyla,,(602) 807-3488,Registered
5000,Usable Security and Privacy,926962,Frankie,Virginia,staikos@aol.com,(214) 846-8391,Registered
5000,Usable Security and Privacy,869638,Laura,Cornelius,afeldspar@msn.com,,Registered
5000,Usable Security and Privacy,441383,Talon,August,jigsaw@comcast.net,,Registered
5000,Usable Security and Privacy,921836,Emilia,Mercedes,odlyzko@verizon.net,(456) 341-7033,Registered
5000,Usable Security and Privacy,555091,Carter,Judith,sbmrjbr@optonline.net,,Registered
5000,Usable Security and Privacy,647965,Zayden,Jefferson,greear@me.com,,Registered
5000,Usable Security and Privacy,806972,Jamarcus,Maggie,kaiser@outlook.com,,Registered
5000,Usable Security and Privacy,779711,Makai,Orlando,,(707) 221-5748,Registered
5000,Usable Security and Privacy,889441,Nia,Branden,rjones@aol.com,(930) 483-1409,Registered
5000,Usable Security and Privacy,634242,Kristina,Kolton,,,Registered
5000,Usable Security and Privacy,766936,Harper,Aileen,,,Registered
5000,Usable Security and Privacy,375367,Kiana,Sanai,ghost@mac.com,,Registered
5000,Usable Security and Privacy,531607,Keegan,Malcolm,,(410) 462-2497,Registered
5000,Usable Security and Privacy,778945,Darius,Malia,wainwrig@hotmail.com,,Registered
5000,Usable Security and Privacy,708739,Ryan,Evangeline,fviegas@mac.com,,Registered
5000,Usable Security and Privacy,401787,Nora,Darian,,,Registered
5000,Usable Security and Privacy,837742,Zain,Jade,bsikdar@yahoo.com,,Registered
5000,Usable Security and Privacy,430684,Harmony,Rory,sburke@live.com,,Registered
5000,Usable Security and Privacy,574401,Beatrice,Zander,aukjan@comcast.net,(725) 654-8919,Registered
5000,Usable Security and Privacy,660349,Ross,Matias,hachi@aol.com,,Registered
5000,Usable Security and Privacy,591059,Ricardo,Albert,wmszeliga@live.com,(211) 361-7860,Registered
5000,Usable Security and Privacy,508596,Kelsie,Jorden,cliffordj@hotmail.com,(465) 273-7307,Registered
2191,Database Design and Implemenation,367632,Judie,Drum,hachi@msn.com,,Registered
2191,Database Design and Implemenation,556355,Dayanara,Misael,,(444) 634-0032,Registered
2191,Database Design and Implemenation,716077,Dawson,Barrett,smeier@comcast.net,,Registered
2191,Database Design and Implemenation,504477,Siena,Marina,,,Registered
2191,Database Design and Implemenation,910991,Greta,Aubrey,world@att.net,,Registered
3234,Human-Centered Design,758958,Alexandra,Juan,ntegrity@optonline.net,,Registered
2191,Database Design and Implemenation,435842,Elias,Walter,,,Registered
2191,Database Design and Implemenation,853705,Hailey,Aria,credmond@msn.com,(272) 431-9876,Registered
2191,Database Design and Implemenation,537961,Kelsey,Helen,kramulous@comcast.net,(406) 406-8031,Wait Listed
2191,Database Design and Implemenation,434950,Katherine,Carly,starstuff@comcast.net,,Wait Listed
2191,Database Design and Implemenation,688244,Aaron,Tyshawn,boomzilla@sbcglobal.net,(508) 819-1923,Wait Listed
2191,Database Design and Implemenation,975100,Skyler,Tiara,tbusch@hotmail.com,(709) 718-9826,Wait Listed
2191,Database Design and Implemenation,356298,Minta,Butler-vincent,,(653) 535-3374,Wait Listed
2191,Database Design and Implemenation,618980,Gillian,Brent,,,Wait Listed
2191,Database Design and Implemenation,472905,Beau,Mark,,,Registered
2191,Database Design and Implemenation,958325,Luciano,Melany,chaffar@me.com,(332) 622-0427,Registered
2191,Database Design and Implemenation,638545,Heather,Elliana,,,Registered
2191,Database Design and Implemenation,812662,Courtney,Julius,jespley@yahoo.com,(673) 440-3369,Registered
2191,Database Design and Implemenation,974824,Annabel,William,,(535) 849-9348,Registered
2191,Database Design and Implemenation,516620,Savanna,Brielle,,(749) 944-4830,Registered
2191,Database Design and Implemenation,682598,Tristan,Ean,,(228) 682-4224,Registered
2191,Database Design and Implemenation,710209,Mariela,Ulises,miturria@sbcglobal.net,,Registered
2191,Database Design and Implemenation,988218,Dereon,Jaylon,dburrows@msn.com,(644) 852-5298,Registered
2191,Database Design and Implemenation,590836,Mateo,Tatiana,panolex@live.com,(567) 393-4979,Registered
2191,Database Design and Implemenation,897529,Amari,Jocelyn,arebenti@sbcglobal.net,(474) 812-7219,Registered
2191,Database Design and Implemenation,935164,Marissa,Kieran,crowemojo@gmail.com,(290) 772-3707,Registered
2191,Database Design and Implemenation,852936,Jay,Finley,godeke@yahoo.ca,(492) 475-1930,Wait Listed
2191,Database Design and Implemenation,795200,Dakota,Clayton,burns@mac.com,(874) 920-5273,Wait Listed
2191,Database Design and Implemenation,365943,Donnette,Reinold,,,Wait Listed
2191,Database Design and Implemenation,822916,Mariyah,Penelope,dobey@outlook.com,(852) 285-0200,Wait Listed
3635,Introduction to Computer Architecture,435900,Ashtyn,Sanaa,bigmauler@icloud.com,,Registered
3635,Introduction to Computer Architecture,934920,Cristofer,Athena,scarlet@mac.com,,Registered
3635,Introduction to Computer Architecture,846036,Kamora,Cory,zilla@live.com,,Registered
3635,Introduction to Computer Architecture,323649,Rebeca,Leroux,nanop@yahoo.com,(252) 969-5768,Registered
3635,Introduction to Computer Architecture,613371,Jameson,Katelyn,oevans@yahoo.ca,,Registered
3635,Introduction to Computer Architecture,980571,Trevor,Ryan,,(439) 907-7399,Registered
3635,Introduction to Computer Architecture,961830,Roselyn,Ryker,bflong@yahoo.com,,Registered
3635,Introduction to Computer Architecture,951313,Jayden,Leo,arachne@att.net,(282) 416-4158,Registered
3635,Introduction to Computer Architecture,369358,Kristian,Beckham,frederic@outlook.com,,Registered
3635,Introduction to Computer Architecture,599864,Khalil,Danna,naupa@gmail.com,(703) 504-4627,Registered
3635,Introduction to Computer Architecture,806439,Richard,Kaley,cameron@icloud.com,(395) 886-4728,Registered
3635,Introduction to Computer Architecture,687585,Alayna,Jayvon,,(320) 265-0016,Registered
3635,Introduction to Computer Architecture,759827,Emilio,Abagail,ullman@sbcglobal.net,,Registered
3635,Introduction to Computer Architecture,485364,Sophie,Philip,,,Registered
3635,Introduction to Computer Architecture,516531,Maggie,James,chance@icloud.com,,Registered
3635,Introduction to Computer Architecture,810895,Allyson,Lindsay,,,Registered
3635,Introduction to Computer Architecture,846728,Dahlia,Jett,peoplesr@comcast.net,(631) 464-5962,Registered
3635,Introduction to Computer Architecture,669865,Greyson,David,,,Registered
3635,Introduction to Computer Architecture,529809,Raymond,Myles,knorr@gmail.com,(264) 806-6311,Registered
3635,Introduction to Computer Architecture,361480,Humberto,Mahdavi-damghani,fhirsch@optonline.net,(953) 796-9986,Registered
3635,Introduction to Computer Architecture,346331,Renetta,Parenti,ninenine@yahoo.ca,(772) 277-2476,Wait Listed
3635,Introduction to Computer Architecture,836650,Eileen,Romeo,,(545) 585-7568,Wait Listed
3635,Introduction to Computer Architecture,989645,Kenna,Jaida,jkegl@verizon.net,(645) 251-5843,Wait Listed
3635,Introduction to Computer Architecture,386186,Finley,Leland,,,Wait Listed
3635,Introduction to Computer Architecture,390957,Amiyah,Juliet,emmanuel@aol.com,,Wait Listed
3635,Introduction to Computer Architecture,653984,Sara,Arielle,,,Registered
3635,Introduction to Computer Architecture,810772,Ariella,Trevor,kimvette@live.com,,Registered
3635,Introduction to Computer Architecture,923100,Isiah,Alina,,(900) 321-2010,Registered
3635,Introduction to Computer Architecture,775113,Makena,Meadow,mavilar@optonline.net,(845) 373-3548,Registered
3635,Introduction to Computer Architecture,301524,Lorrine,Tai,portele@yahoo.ca,,Wait Listed
2766,Matrices and Linear Algebra,330618,Raymonde,Barron,sburke@mac.com,(204) 403-3517,Registered
2766,Matrices and Linear Algebra,966904,Gavyn,Caleb,adamk@yahoo.ca,,Registered
2766,Matrices and Linear Algebra,809102,Norah,Shayna,,(421) 519-4777,Registered
2766,Matrices and Linear Algebra,312652,Mariam,Schniepp,,(856) 200-0280,Registered
2766,Matrices and Linear Algebra,619037,Tony,Jerome,,(719) 424-3072,Registered
2766,Matrices and Linear Algebra,871828,Jamir,Colby,,(724) 885-6979,Registered
2766,Matrices and Linear Algebra,574620,Heidy,Wesley,corrada@hotmail.com,(796) 817-7334,Registered
2766,Matrices and Linear Algebra,778130,Jayvon,Aliana,,,Registered
2766,Matrices and Linear Algebra,860746,George,Immanuel,hoangle@me.com,(932) 950-9291,Registered
2766,Matrices and Linear Algebra,326730,Leanne,Kniepmann,devphil@msn.com,,Registered
2766,Matrices and Linear Algebra,704273,Karla,Abigail,,,Registered
2766,Matrices and Linear Algebra,735473,Derek,Leila,,,Registered
2766,Matrices and Linear Algebra,966302,Tyshawn,Maribel,,,Registered
2766,Matrices and Linear Algebra,775342,Darren,Yadira,kawasaki@att.net,(546) 442-8664,Registered
2766,Matrices and Linear Algebra,923316,Justice,Shaun,smartfart@comcast.net,(493) 436-9964,Registered
2766,Matrices and Linear Algebra,698193,Ingrid,Carla,oster@sbcglobal.net,(829) 433-1002,Registered
2766,Matrices and Linear Algebra,991364,Krista,Ian,,(465) 944-2284,Registered
2766,Matrices and Linear Algebra,514894,Alex,Keyla,,(602) 807-3488,Registered
2766,Matrices and Linear Algebra,926962,Frankie,Virginia,staikos@aol.com,(214) 846-8391,Registered
2766,Matrices and Linear Algebra,869638,Laura,Cornelius,afeldspar@msn.com,,Registered
3234,Human-Centered Design,441383,Talon,August,jigsaw@comcast.net,,Registered
3234,Human-Centered Design,921836,Emilia,Mercedes,odlyzko@verizon.net,(456) 341-7033,Registered
3234,Human-Centered Design,555091,Carter,Judith,sbmrjbr@optonline.net,,Registered
3234,Human-Centered Design,647965,Zayden,Jefferson,greear@me.com,,Registered
3234,Human-Centered Design,806972,Jamarcus,Maggie,kaiser@outlook.com,,Registered
3234,Human-Centered Design,779711,Makai,Orlando,,(707) 221-5748,Registered
3234,Human-Centered Design,889441,Nia,Branden,rjones@aol.com,(930) 483-1409,Registered
3234,Human-Centered Design,634242,Kristina,Kolton,,,Registered
3234,Human-Centered Design,766936,Harper,Aileen,,,Registered
3234,Human-Centered Design,375367,Kiana,Sanai,ghost@mac.com,,Registered
3448,Web-Based Application Design and Development,531607,Keegan,Malcolm,,(410) 462-2497,Registered
3448,Web-Based Application Design and Development,778945,Darius,Malia,wainwrig@hotmail.com,,Registered
3448,Web-Based Application Design and Development,708739,Ryan,Evangeline,fviegas@mac.com,,Registered
3448,Web-Based Application Design and Development,401787,Nora,Darian,,,Registered
3448,Web-Based Application Design and Development,837742,Zain,Jade,bsikdar@yahoo.com,,Registered
3448,Web-Based Application Design and Development,430684,Harmony,Rory,sburke@live.com,,Registered
3448,Web-Based Application Design and Development,574401,Beatrice,Zander,aukjan@comcast.net,(725) 654-8919,Registered
3448,Web-Based Application Design and Development,660349,Ross,Matias,hachi@aol.com,,Registered
3448,Web-Based Application Design and Development,591059,Ricardo,Albert,wmszeliga@live.com,(211) 361-7860,Registered
